   401             CCL_RF:Cav02:Rg85     64.15746     128.286  
   402             CCL_RF:Cav02:Rg86     64.24588     128.544  
   403             CCL_RF:Cav02:Rg87     64.33430     128.801  
   404             CCL_RF:Cav02:Rg88     64.42272     129.057  
   405             CCL_RF:Cav02:Rg89     64.95507     129.314  
   406             CCL_RF:Cav02:Rg90     65.04407     129.574  
   407             CCL_RF:Cav02:Rg91     65.13308     129.834  
   408             CCL_RF:Cav02:Rg92     65.22208     130.094  
   409             CCL_RF:Cav02:Rg93     65.31109     130.355  
   410             CCL_RF:Cav02:Rg94     65.40010     130.615  
   411             CCL_RF:Cav02:Rg95     65.48910     130.874  
   412             CCL_RF:Cav02:Rg96     65.57811     131.132  
   413             CCL_RF:Cav03:Rg01     66.19396     131.391  
   414             CCL_RF:Cav03:Rg02     66.28355     131.652  
   415             CCL_RF:Cav03:Rg03     66.37314     131.914  
   416             CCL_RF:Cav03:Rg04     66.46273     132.177  
   417             CCL_RF:Cav03:Rg05     66.55231     132.439  
   418             CCL_RF:Cav03:Rg06     66.64190     132.701  
   419             CCL_RF:Cav03:Rg07     66.73149     132.963  
   420             CCL_RF:Cav03:Rg08     66.82108     133.223  
   421             CCL_RF:Cav03:Rg09     67.36040     133.483  
   422             CCL_RF:Cav03:Rg10     67.45057     133.746  
   423             CCL_RF:Cav03:Rg11     67.54074     134.010  
   424             CCL_RF:Cav03:Rg12     67.63090     134.275  
   425             CCL_RF:Cav03:Rg13     67.72107     134.539  
   426             CCL_RF:Cav03:Rg14     67.81124     134.803  
   427             CCL_RF:Cav03:Rg15     67.90141     135.066  
   428             CCL_RF:Cav03:Rg16     67.99157     135.327  
   429             CCL_RF:Cav03:Rg17     68.53436     135.590  
   430             CCL_RF:Cav03:Rg18     68.62510     135.855  
   431             CCL_RF:Cav03:Rg19     68.71585     136.120  
   432             CCL_RF:Cav03:Rg20     68.80659     136.386  
   433             CCL_RF:Cav03:Rg21     68.89733     136.652  
   434             CCL_RF:Cav03:Rg22     68.98807     136.918  
   435             CCL_RF:Cav03:Rg23     69.07882     137.182  
   436             CCL_RF:Cav03:Rg24     69.16956     137.446  
   437             CCL_RF:Cav03:Rg25     69.71579     137.710  
   438             CCL_RF:Cav03:Rg26     69.80710     137.977  
   439             CCL_RF:Cav03:Rg27     69.89842     138.244  
   440             CCL_RF:Cav03:Rg28     69.98973     138.512  
   441             CCL_RF:Cav03:Rg29     70.08105     138.779  
   442             CCL_RF:Cav03:Rg30     70.17236     139.046  
   443             CCL_RF:Cav03:Rg31     70.26367     139.313  
   444             CCL_RF:Cav03:Rg32     70.35499     139.578  
   445             CCL_RF:Cav03:Rg33     70.90464     139.844  
   446             CCL_RF:Cav03:Rg34     70.99652     140.112  
   447             CCL_RF:Cav03:Rg35     71.08841     140.381  
   448             CCL_RF:Cav03:Rg36     71.18029     140.650  
   449             CCL_RF:Cav03:Rg37     71.27217     140.920  
   450             CCL_RF:Cav03:Rg38     71.36406     141.189  
   451             CCL_RF:Cav03:Rg39     71.45594     141.457  
   452             CCL_RF:Cav03:Rg40     71.54782     141.723  
