 N           node   position  sizeX  sizeY  sizeZ  sizeZdeg  sizeXP  sizeYP sizedE  eKin Nparts 
   121    MEBT:MEBT_RF:Bnch03:Rg01:24:drift  2.71637    0.918  1.568   2.780    18.456    3.508  2.753  0.00928    2.500000      20000 
   122    MEBT:MEBT_RF:Bnch03:Rg01:25:drift  2.73589    0.911  1.606   2.759    18.315    3.508  2.753  0.00928    2.500000      20000 
   123    MEBT:MEBT_RF:Bnch03:Rg01:26:drift  2.75541    0.914  1.650   2.742    18.201    3.496  2.939  0.00876    2.500000      20000 
   124    MEBT:MEBT_RF:Bnch03:Rg01:27:drift  2.77492    0.922  1.695   2.725    18.089    3.496  2.939  0.00876    2.500000      20000 
   125    MEBT:MEBT_RF:Bnch03:Rg01:28:drift  2.79444    0.939  1.746   2.712    18.005    3.536  3.131  0.00835    2.500000      20000 
   126    MEBT:MEBT_RF:Bnch03:Rg01:29:drift  2.81395    0.962  1.797   2.700    17.922    3.536  3.131  0.00835    2.500000      20000 
   127    MEBT:MEBT_RF:Bnch03:Rg01:30:drift  2.83347    0.993  1.853   2.691    17.865    3.618  3.323  0.00808    2.500000      20000 
   128    MEBT:MEBT_RF:Bnch03:Rg01:31:drift  2.85298    1.028  1.909   2.683    17.811    3.618  3.323  0.00808    2.500000      20000 
   129    MEBT:MEBT_RF:Bnch03:Rg01:32:drift  2.87250    1.069  1.969   2.678    17.774    3.688  3.445  0.00797    2.500000      20000 
   130                        MEBT_Mag:QV11  2.93350    1.382  1.901   2.672    17.734    8.529  5.510  0.00792    2.500000      20000 
   131           MEBT:MEBT_Mag:QV11:1:drift  2.95130    1.529  1.807   2.673    17.745    8.529  5.510  0.00792    2.500000      20000 
   132           MEBT:MEBT_Mag:QV11:2:drift  2.96910    1.679  1.717   2.678    17.773    8.679  5.352  0.00802    2.500000      20000 
   133           MEBT:MEBT_Mag:QV11:3:drift  2.98690    1.830  1.628   2.682    17.804    8.679  5.352  0.00802    2.500000      20000 
   134           MEBT:MEBT_Mag:QV11:4:drift  3.00470    1.985  1.542   2.689    17.853    8.821  5.200  0.00819    2.500000      20000 
   135           MEBT:MEBT_Mag:QV11:5:drift  3.02250    2.139  1.457   2.697    17.903    8.821  5.200  0.00819    2.500000      20000 
   136                        MEBT_Mag:QH12  3.08350    2.155  1.521   2.735    18.157    8.375  7.167  0.00875    2.500000      20000 
   137           MEBT:MEBT_Mag:QH12:1:drift  3.10212    2.002  1.649   2.750    18.253    8.375  7.167  0.00875    2.500000      20000 
   138           MEBT:MEBT_Mag:QH12:2:drift  3.12075    1.851  1.781   2.767    18.369    8.239  7.320  0.00909    2.500000      20000 
   139           MEBT:MEBT_Mag:QH12:3:drift  3.13937    1.701  1.914   2.785    18.486    8.239  7.320  0.00909    2.500000      20000 
   140           MEBT:MEBT_Mag:QH12:4:drift  3.15800    1.555  2.050   2.805    18.622    8.100  7.472  0.00948    2.500000      20000 
   141                  MEBT_RF:Bnch04:Rg01  3.15800    1.555  2.050   2.804    18.615    6.532  9.626  0.02509    2.500000      20000 
   142     MEBT:MEBT_RF:Bnch04:Rg01:1:drift  3.17662    1.439  2.228   2.716    18.026    6.532  9.626  0.02509    2.500000      20000 
   143     MEBT:MEBT_RF:Bnch04:Rg01:2:drift  3.19525    1.328  2.408   2.630    17.456    6.394  9.777  0.02444    2.500000      20000 
   144     MEBT:MEBT_RF:Bnch04:Rg01:3:drift  3.21387    1.218  2.589   2.544    16.888    6.394  9.777  0.02444    2.500000      20000 
   145     MEBT:MEBT_RF:Bnch04:Rg01:4:drift  3.23250    1.112  2.772   2.461    16.334    6.302  9.875  0.02400    2.500000      20000 
   146                        MEBT_Mag:QV13  3.29350    1.015  2.770   2.200    14.601    3.902  9.920  0.02260    2.500000      20000 
   147           MEBT:MEBT_Mag:QV13:1:drift  3.31030    1.056  2.605   2.131    14.148    3.902  9.920  0.02260    2.500000      20000 
   148           MEBT:MEBT_Mag:QV13:2:drift  3.32710    1.102  2.442   2.066    13.716    4.017  9.763  0.02187    2.500000      20000 
   149           MEBT:MEBT_Mag:QV13:3:drift  3.34390    1.151  2.279   2.002    13.288    4.017  9.763  0.02187    2.500000      20000 
   150           MEBT:MEBT_Mag:QV13:4:drift  3.36070    1.204  2.120   1.941    12.885    4.159  9.584  0.02106    2.500000      20000 
   151           MEBT:MEBT_Mag:QV13:5:drift  3.37750    1.259  1.961   1.881    12.486    4.159  9.584  0.02106    2.500000      20000 
   152                        MEBT_Mag:QH14  3.43850    1.376  1.557   1.687    11.199    2.338  4.431  0.01884    2.500000      20000 
   153           MEBT:MEBT_Mag:QH14:1:drift  3.45795    1.385  1.481   1.633    10.838    2.338  4.431  0.01884    2.500000      20000 
   154           MEBT:MEBT_Mag:QH14:2:drift  3.47740    1.400  1.411   1.586    10.526    2.426  4.154  0.01772    2.500000      20000 
